,founded_at,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,status,isClosed
0,-0.11360548202033675,-0.8798735586505104,-1.3067640333965063,-0.7913915669487397,0.0012459897969303764,-0.7532809620482499,0.3615011498847726,1.7334813128910531,0,0
1,-0.7992932159621159,0.3103342194725014,0.4548663204695743,1.9708747991129107,0.773913652831059,-0.08454637879614228,-0.3576881560117224,-0.7359427563660927,1,1
2,-0.7992932159621159,-2.86355318885553,-3.508801975729107,-0.7913915669487397,-0.7148440755734027,-1.0876482536743037,-1.4364721148564648,-0.7359427563660927,1,1
3,-0.6278712824766711,0.3103342194725014,0.014458732003054153,-0.7913915669487397,-0.5263993215285782,-0.08454637879614228,-0.3576881560117224,-0.7359427563660927,1,1
4,-0.28502741550578153,-1.2766094846915144,-1.7471716218630264,-0.7913915669487397,-0.3756435182927186,-0.08454637879614228,0.3615011498847726,0.49876927826248013,1,1
5,0.5720822519214424,0.3103342194725014,0.014458732003054153,-0.7913915669487397,-0.7465027942529332,0.5841882044559653,0.3615011498847726,-0.7359427563660927,1,1
6,-0.11360548202033675,-1.2766094846915144,-1.7471716218630264,-0.7913915669487397,-0.6997684952498168,-0.7532809620482499,-1.0768774619082173,-0.7359427563660927,1,1
7,0.05781645146510804,0.7070701455135053,0.4548663204695743,-0.7913915669487397,-0.2851900363512028,-0.41891367042219607,0.3615011498847726,1.7334813128910531,1,1
8,-0.11360548202033675,-1.2766094846915144,-1.7471716218630264,-0.7913915669487397,-0.7374574460587816,-0.41891367042219607,-0.7172828089599699,-0.7359427563660927,2,0
9,-0.6278712824766711,-1.2766094846915144,0.014458732003054153,1.9708747991129107,-0.15953281301706534,-2.090750128552465,-2.5152560737012073,-0.7359427563660927,1,1
10,-0.11360548202033675,-0.8798735586505104,-1.3067640333965063,-0.7913915669487397,-0.7103214014763269,-0.7532809620482499,-0.7172828089599699,0.49876927826248013,1,1
11,-0.28502741550578153,-0.8798735586505104,-1.3067640333965063,-0.7913915669487397,0.0012459897969303764,-0.7532809620482499,0.3615011498847726,4.202905382148199,2,0
12,0.05781645146510804,-0.4831376326095065,-0.425948856463466,0.5897416160820855,1.659559825391386,-0.41891367042219607,0.3615011498847726,1.7334813128910531,1,1
13,0.22923838495055282,0.3103342194725014,0.014458732003054153,-0.7913915669487397,-0.6439888480525486,-0.08454637879614228,-0.3576881560117224,-0.7359427563660927,1,1
14,0.5720822519214424,0.3103342194725014,0.8952739089360945,1.9708747991129107,-0.14950981343892922,0.5841882044559653,0.7210958028330201,0.49876927826248013,0,0
15,0.5720822519214424,0.3103342194725014,0.8952739089360945,1.9708747991129107,-0.2598630614075784,0.918555496082019,0.7210958028330201,-0.7359427563660927,1,1
16,-1.8278248168747846,-1.2766094846915144,-1.7471716218630264,-0.7913915669487397,0.528891301122439,-0.41891367042219607,-0.7172828089599699,-0.7359427563660927,1,1
17,0.5720822519214424,0.3103342194725014,0.014458732003054153,-0.7913915669487397,-0.7148440755734027,0.2498209128299115,0.0019064969365251204,-0.7359427563660927,0,0
18,0.05781645146510804,-0.8798735586505104,-0.425948856463466,1.9708747991129107,-0.5550429241433915,0.2498209128299115,0.7210958028330201,0.49876927826248013,0,0
19,0.05781645146510804,-0.4831376326095065,-0.8663564449299861,-0.7913915669487397,-0.601777223146508,-0.7532809620482499,-0.7172828089599699,0.49876927826248013,1,1
20,-0.11360548202033675,-1.2766094846915144,0.8952739089360945,1.9708747991129107,1.5519827455393251,-0.08454637879614228,-0.3576881560117224,-0.7359427563660927,0,0
21,-0.11360548202033675,-1.2766094846915144,-0.425948856463466,1.9708747991129107,3.3178736609858412,0.5841882044559653,0.3615011498847726,-0.7359427563660927,1,1
22,0.22923838495055282,-0.4831376326095065,0.014458732003054153,0.5897416160820855,-0.224887715056859,-0.7532809620482499,0.0019064969365251204,1.7334813128910531,1,1
23,0.22923838495055282,-0.08640170656850256,-0.425948856463466,-0.7913915669487397,-0.6846929149262307,-0.41891367042219607,-0.7172828089599699,-0.7359427563660927,1,1
24,-0.11360548202033675,-0.4831376326095065,0.014458732003054153,1.9708747991129107,1.3927217521523079,-0.08454637879614228,0.0019064969365251204,1.7334813128910531,0,0
25,-0.11360548202033675,-0.8798735586505104,-1.3067640333965063,-0.7913915669487397,-0.6771551247644378,-1.0876482536743037,0.0019064969365251204,0.49876927826248013,1,1
26,0.5720822519214424,0.3103342194725014,0.014458732003054153,-0.7913915669487397,-0.7374574460587816,0.2498209128299115,0.0019064969365251204,0.49876927826248013,1,1
27,0.05781645146510804,0.7070701455135053,0.8952739089360945,0.5897416160820855,3.3329492413094273,0.5841882044559653,0.3615011498847726,-0.7359427563660927,1,1
28,-0.7992932159621159,-2.466817262814526,-1.7471716218630264,0.5897416160820855,2.9108329922490204,-1.7563828369264112,0.7210958028330201,1.7334813128910531,0,0
29,-0.11360548202033675,-0.8798735586505104,-0.425948856463466,0.5897416160820855,-0.4887103707196133,-1.0876482536743037,-0.3576881560117224,0.49876927826248013,0,0
30,-1.484980949903895,-1.6733454107325183,-0.8663564449299861,1.9708747991129107,1.945995851539519,-0.08454637879614228,0.3615011498847726,2.9681933475196263,1,1
31,-0.11360548202033675,-1.2766094846915144,-1.7471716218630264,-0.7913915669487397,-0.7299196558969887,-0.7532809620482499,-1.0768774619082173,-0.7359427563660927,1,1
32,-1.3135590164184503,0.3103342194725014,0.014458732003054153,-0.7913915669487397,1.659559825391386,0.2498209128299115,0.0019064969365251204,-0.7359427563660927,1,1
33,-0.11360548202033675,-0.8798735586505104,-1.3067640333965063,-0.7913915669487397,-0.586701642822922,-0.7532809620482499,-0.3576881560117224,0.49876927826248013,0,0
34,-1.3135590164184503,-1.2766094846915144,-0.425948856463466,1.9708747991129107,1.1051553589915122,-0.08454637879614228,0.7210958028330201,1.7334813128910531,1,1
35,0.5720822519214424,0.7070701455135053,0.8952739089360945,0.5897416160820855,3.2805195388158634,-0.08454637879614228,-0.3576881560117224,-0.7359427563660927,1,1
